Ticker,Company,Tweet,RoundDate,RoundTime,ID,Open,Close,PctChange,Sentiment,,,,,,,
FB,facebook,.@facebook  put them back now! https://t.co/elgs5vixkp,11/2/20,9:30,1.32276E+18,264.6000061,261.3599854,-0.01,Positive,,,,,,,
FB,facebook,rt @scrowder: at what point is @facebook election meddling?,10/15/20,11:56,1.31671E+18,267.6000061,266.7200012,0.00,Negative,,,,,,,
FB,facebook,"rt @scrowder: shortly after the @facebook communications director admitted they were shadow banning today's biden exposé, @twitter has now…",10/15/20,11:56,1.31671E+18,267.6000061,266.7200012,0.00,Positive,,,,,,,
FB,facebook,"so terrible that facebook and twitter took down the story of “smoking gun” emails related to sleepy joe biden and his son, hunter, in the @nypost. it is only the beginning for them. there is nothing worse than a corrupt politician. repeal section 230!!! https://t.co/g1rjfpivuz",10/14/20,9:30,1.3165E+18,277.6199951,271.8200073,-0.02,Negative,,,,,,,
FB,facebook,"rt @breitbartnews: facebook has reportedly disabled the account of former u.s. marine corps sergeant john “tig” tiegen, one of the men who…",10/14/20,9:30,1.31622E+18,277.6199951,271.8200073,-0.02,Positive,,,,,,,
FB,facebook,"rt @joshdcaplan: cbs news: facebook removes 216 trump ads about biden, coronavirus and refugees",10/1/20,9:30,1.31179E+18,265.3500061,266.6300049,0.00,Negative,,,,,,,
FB,facebook,rt @robbystarbuck: this press conference of doctors had 14 million views on facebook today. fb took it down shortly after a nytimes reporte…,7/28/20,9:30,1.28795E+18,234.6300049,230.1199951,-0.02,Positive,,,,,,,
FB,facebook,.@facebook ceo mark zuckerberg is today criticizing twitter. “we have a different policy than twitter on this. i believe strongly that facebook shouldn’t be the arbiter of truth of everything that people say online.” did twitter criticize obama for his “you can keep your dr.”?,5/29/20,9:30,1.26617E+18,225.1999969,225.0899963,0.00,Negative,,,,,,,
FB,facebook,"the radical left is in total command &amp; control of facebook, instagram, twitter and google. the administration is working to remedy this illegal situation. stay tuned, and send names &amp; events. thank you michelle! https://t.co/zqfcfd3hk9",5/18/20,9:30,1.26163E+18,212.1499939,213.1900024,0.00,Positive,,,,,,,
FB,facebook,"rt @marshablackburn: icymi: this afternoon, i held a facebook town hall to discuss our response to the coronavirus. https://t.co/k3h2fp2xcz",3/20/20,9:30,1.24086E+18,156.0200043,149.7299957,-0.04,Negative,,,,,,,
FB,facebook,"great honor, i think?  mark zuckerberg recently stated that “donald j. trump is number 1 on facebook. number 2 is prime minister modi of india.” actually, i am going to india in two weeks. looking forward to it!",2/14/20,9:30,1.22846E+18,214,214.1799927,0.00,Negative,,,,,,,
FB,facebook,"rt @danscavino: alright, let’s see some meme’s for social media! ya never know, one could end up on @realdonaldtrump’s twitter, facebook, o...",12/16/19,13:28,1.20657E+18,195.2700043,197.9199982,0.01,Negative,,,,,,,
FB,facebook,"rt @oann: one america news has just launched a live 24/7, 365 days a year, uninterrupted cable feed on facebook, and it's only $4.99 per mo...",12/9/19,9:30,1.20315E+18,200.6499939,201.3399963,0.00,Negative,,,,,,,
FB,facebook,nice meeting with mark zuckerberg of @facebook in the oval office today. https://t.co/k5ofqrefoc https://t.co/jnt93f2bsg,9/20/19,9:30,1.17484E+18,190.6600037,189.9299927,0.00,Positive,,,,,,,
FB,facebook,"....similarly, facebook libra’s “virtual currency” will have little standing or dependability. if facebook and other companies want to become a bank, they must seek a new banking charter and become subject to all banking regulations, just like other banks, both national...",7/12/19,9:30,1.14947E+18,199.6799927,204.8699951,0.03,Negative,,,,,,,
FB,facebook,"when will the radical left wing media apologize to me for knowingly getting the russia collusion delusion story so wrong? the real story is about to happen! why is @nytimes, @washingtonpost, @cnn, @msnbc allowed to be on twitter &amp, facebook. much of what they do is fake news!",5/6/19,9:30,1.12465E+18,191.2400055,193.8800049,0.01,Negative,,,,,,,
FB,facebook,rt @jeremydboreing: those suggesting facebook can ban anyone for any reason because they are a private company do not understand the platfo...,5/6/19,9:30,1.12465E+18,191.2400055,193.8800049,0.01,Negative,,,,,,,
FB,facebook,"so surprised to see conservative thinkers like james woods banned from twitter, and paul watson banned from facebook! https://t.co/ehx3z5cmxb",5/3/19,9:30,1.12445E+18,194.3800049,195.4700012,0.01,Positive,,,,,,,
FB,facebook,the wonderful diamond and silk have been treated so horribly by facebook. they work so hard and what has been done to them is very sad - and we’re looking into. it’s getting worse and worse for conservatives on social media!,5/3/19,9:30,1.12445E+18,194.3800049,195.4700012,0.01,Negative,,,,,,,
FB,facebook,"facebook, google and twitter, not to mention the corrupt media, are sooo on the side of the radical left democrats. but fear not, we will win anyway, just like we did before! #maga",3/19/19,13:57,1.108E+18,161.4799957,161.5700073,0.00,Negative,,,,,,,
FB,facebook,....about all of the one sided fake media coverage (collusion with crooked h?) that i had to endure during my very successful presidential campaign. what about the now revealed bias by facebook and many others. roger stone didn’t even work for me anywhere near the election!,1/28/19,9:30,1.08934E+18,148.0500031,147.4700012,0.00,Negative,,,,,,,
FB,facebook,"facebook, twitter and google are so biased toward the dems it is ridiculous! twitter, in fact, has made it much more difficult for people to join @realdonaldtrump. they have removed many names &amp, greatly slowed the level and speed of increase. they have acknowledged-done nothing!",12/18/18,12:26,1.075E+18,141.0800018,143.6600037,0.02,Negative,,,,,,,
FB,facebook,"the only “collusion” is that of the democrats with russia and many others. why didn’t the fbi take the server from the dnc? they still don’t have it. check out how biased facebook, google and twitter are in favor of the democrats. that’s the real collusion!",11/15/18,14:59,1.06308E+18,142.3300018,143.8500061,0.01,Negative,,,,,,,
FB,facebook,rt @realdonaldtrump: rumor has it that senator joe donnelly of indiana is paying for facebook ads for his so-called opponent on the liberta...,11/6/18,9:30,1.05984E+18,149.3099976,149.9400024,0.00,Negative,,,,,,,
FB,facebook,rumor has it that senator joe donnelly of indiana is paying for facebook ads for his so-called opponent on the libertarian ticket. donnelly is trying to steal the election? isn’t that what russia did!?,11/5/18,9:30,1.05883E+18,150.1000061,148.6799927,-0.01,Negative,,,,,,,
FB,facebook,facebook has just stated that they are setting up a system to “purge” themselves of fake news. does that mean cnn will finally be put out of business?,10/22/18,9:30,1.05414E+18,154.7599945,154.7799988,0.00,Negative,,,,,,,
FB,facebook,rt @nhc_atlantic: nhc director ken graham will provide a facebook live broadcast regarding category 4 hurricane #michael at 8:45 a.m. edt (...,10/10/18,12:48,1.05001E+18,156.8200073,151.3800049,-0.03,Negative,,,,,,,
FB,facebook,“i have seen all of the russian ads and i can say very definitively that swaying the election was *not* the main goal.”rob goldmanvice president of facebook ads https://t.co/a5ft7cgjke,2/19/18,9:30,9.64957E+17,175.7700043,176.0099945,0.00,Negative,,,,,,,
FB,facebook,"the fake news media never fails. hard to ignore this fact from the vice president of facebook ads, rob goldman! https://t.co/xgc7ynzwyj",2/19/18,9:30,9.64955E+17,175.7700043,176.0099945,0.00,Negative,,,,,,,
FB,facebook,"crooked hillary clinton spent hundreds of millions of dollars more on presidential election than i did. facebook was on her side, not mine!",10/23/17,9:30,9.21849E+17,175.1999969,171.2700043,-0.02,Negative,,,,,,,
FB,facebook,"""keep hearing about """"tiny"""" amount of money spent on facebook ads. what about the billions of dollars of fake news on cnn, abc, nbc &amp, cbs?""",10/23/17,9:30,9.2183E+17,175.1999969,171.2700043,-0.02,Negative,,,,,,,
FB,facebook,"facebook was always anti-trump.the networks were always anti-trump hence,fake news, @nytimes(apologized) &amp, @wapo were anti-trump. collusion?",9/27/17,13:36,9.13035E+17,165.8999939,167.6799927,0.01,Negative,,,,,,,
FB,facebook,"the russia hoax continues, now it's ads on facebook. what about the totally biased and dishonest media coverage in favor of crooked hillary?",9/22/17,10:44,9.11179E+17,170.2100067,170.5399933,0.00,Positive,,,,,,,
FB,facebook,"thank you arizona. beautiful turnout of 15,000 in phoenix tonight! full coverage of rally via my facebook at: https://t.co/s0d12efs40 https://t.co/wt4d9vsen1",8/23/17,9:30,9.00226E+17,168.8399963,168.7100067,0.00,Positive,,,,,,,
FB,facebook,"crooked hillary clinton now blames everybody but herself, refuses to say she was a terrible candidate. hits facebook &amp, even dems &amp, dnc.",6/1/17,9:30,8.70077E+17,151.75,151.5299988,0.00,Negative,,,,,,,
XOM,exxon mobil,'president trump congratulates exxon mobil for job-creating investment program'https://t.co/adbzwhtq8s,3/6/17,9:30,8.38862E+17,82.44000244,68.3272934,-0.17,Positive,,,,,,,
ETSY,etsy,"great work yesterday by the senate to support our historically black colleges and universities! thank you @betsydevosed, @senalexander, and @senatortimscott for your leadership...",12/9/19,9:30,1.2031E+18,41.25999832,41.15999985,0.00,Positive,,,,,,,
ETSY,etsy,it was an honor to stop by a #schoolchoice event hosted by @vp pence and @usedgov secretary @betsydevosed at the... https://t.co/b8vxvsynha,5/3/17,9:30,8.59875E+17,10.10999966,10.50500011,0.04,Positive,,,,,,,
ETSY,etsy,"great parent-teacher listening session this morning with @vp pence &amp, @usedgov secretary @betsydevos. watch:... https://t.co/nults513ot",2/14/17,9:30,8.31599E+17,12.69999981,12.85999966,0.01,Positive,,,,,,,
CSX,csx,https://t.co/precsxdarx,3/18/19,9:30,1.10776E+18,73.38999939,72.15377045,-0.02,Negative,,,,,,,
GLW,corning,"billions of dollars in investments &amp, thousands of new jobs in america! an initiative via corning, merck &amp, pfizer: https://t.co/qnen48bsiq https://t.co/5vtmfuy3pm",7/21/17,9:30,8.8824E+17,31.65999985,29.04889297,-0.08,Positive,,,,,,,
CMCSA,comcast,"wow! @foxandfriends blew away the competition of morning joke (which did very poorly) on msdnc (another comcast sleaze production), and @cnn’s new day, in the morning television ratings. a total blowout, but that’s what you get when you treat “trump” fairly!",3/10/20,11:33,1.23734E+18,38.63999939,38.42326736,-0.01,Positive,,,,,,,
CMCSA,comcast,"i never said people that are feeling sick should go to work. this is just more fake news and disinformation put out by the democrats, in particular msdnc. comcast covers the coronavirus situation horribly, only looking to do harm to the incredible &amp; successful effort being made!",3/5/20,14:30,1.23557E+18,41.41999817,40.06436539,-0.03,Positive,,,,,,,
CMCSA,comcast,".@foxnews is working hard pushing the radical left, do nothing democrats. they want to be, unlike their competitors, @cnn &amp; msdnc (comcast), fair &amp; balanced. when will they ever learn. the radical left never even gave @foxnews permission to partake in their low rated debates!",3/2/20,9:30,1.23452E+18,40.34000015,41.78407669,0.04,Negative,,,,,,,
CMCSA,comcast,"rt @realdonaldtrump: people are disgusted and embarrassed by the fake news media, as headed by the @nytimes, @washingtonpost, @comcast &amp; ms…",3/2/20,12:19,1.23445E+18,40.34000015,41.78407669,0.04,Negative,,,,,,,
CMCSA,comcast,"rt @realdonaldtrump: people are disgusted and embarrassed by the fake news media, as headed by the @nytimes, @washingtonpost, @comcast &amp; ms…",3/2/20,9:30,1.2343E+18,40.34000015,41.78407669,0.04,Negative,,,,,,,
CMCSA,comcast,"people are disgusted and embarrassed by the fake news media, as headed by the @nytimes, @washingtonpost, @comcast &amp; msdnc, @abc, @cbsnews and more. they no longer believe what they see and read, and for good reason. fake news is, indeed, the enemy of the people!",3/2/20,9:30,1.23423E+18,40.34000015,41.78407669,0.04,Negative,,,,,,,
CMCSA,comcast,rt @realdonaldtrump: low ratings fake news msdnc (comcast) &amp; @cnn are doing everything possible to make the caronavirus look as bad as poss…,2/26/20,9:30,1.23274E+18,44.18000031,41.48926926,-0.06,Negative,,,,,,,
CMCSA,comcast,"low ratings fake news msdnc (comcast) &amp; @cnn are doing everything possible to make the caronavirus look as bad as possible, including panicking markets, if possible. likewise their incompetent do nothing democrat comrades are all talk, no action. usa in great shape! @cdcgov.....",2/26/20,13:03,1.23265E+18,44.18000031,41.48926926,-0.06,Negative,,,,,,,
CMCSA,comcast,"msdnc (comcast slime), @cnn and others of the fake media, have now added crazy bernie to the list of russian sympathizers, along with @tulsigabbard &amp; jill stein (of the green party), both agents of russia, they say. but now they report president putin wants bernie (or me) to win.",2/24/20,9:30,1.23106E+18,45.11999893,43.82807541,-0.03,Positive,,,,,,,
CMCSA,comcast,"who the hell is joy-ann reid? never met her, she knows zero about me, has no talent, and truly doesn’t have the “it” factor needed for success in showbiz. had a bad reputation, and now works for the comcast/nbc losers making up phony stories about me. low ratings. fake news!",9/16/19,9:30,1.17286E+18,46.22999954,45.04460144,-0.03,Negative,,,,,,,
CMCSA,comcast,"as bad as @cnn is, comcast msnbc is worse. their ratings are also way down because they have lost all credibility. i believe their stories about me are not 93% negative, but actually 100% negative. they are incapable of saying anything positive, despite all of the great things...",9/9/19,13:23,1.17105E+18,46.65000153,45.19062424,-0.03,Negative,,,,,,,
CMCSA,comcast,"i have known al for 25 years. went to fights with him &amp, don king, always got along well. he “loved trump!” he would ask me for favors often. al is a con man, a troublemaker, always looking for a score. just doing his thing. must have intimidated comcast/nbc. hates whites &amp, cops! https://t.co/zwpza0fwfn",7/29/19,10:30,1.15579E+18,44.70000076,43.05862808,-0.04,Positive,,,,,,,
CMCSA,comcast,".....comcast (nbc/msnbc) trump haters, who do whatever brian &amp, steve tell them to do. like cnn, nbc is also way down in the ratings. but @foxnews, who failed in getting the very boring dem debates, is now loading up with democrats &amp, even using fake unsourced @nytimes as....",7/8/19,9:30,1.14802E+18,43.18000031,41.50099945,-0.04,Negative,,,,,,,
CMCSA,comcast,"watched msnbc this morning just to see what the opposition was saying about events of the past week. such lies, almost everything they were saying was the opposite of the truth. fake news! no wonder their ratings, along with cnn, are way down. the hatred comcast has is amazing!",6/10/19,9:30,1.1375E+18,41.47999954,39.99884796,-0.04,Negative,,,,,,,
CMCSA,comcast,"while the reviews and reporting on our border immigration agreement with mexico have been very good, there has nevertheless been much false reporting (surprise!) by the fake and corrupt news media, such as comcast/nbc, cnn, @nytimes &amp, @washingtonpost. these “fakers” are bad news!",6/10/19,9:30,1.13731E+18,41.47999954,39.99884796,-0.04,Positive,,,,,,,
CMCSA,comcast,"american cable association has big problems with comcast. they say that comcast routinely violates antitrust laws. “these guys are acting much worse, and have much more potential for damage to consumers, than anything at&amp,t-time warner would do.” charlie gasparino",11/12/18,9:30,1.06205E+18,38.25,36.41739273,-0.05,Negative,,,,,,,
CMCSA,comcast,"so sad and unfair that the fcc wouldn’t approve the sinclair broadcast merger with tribune. this would have been a great and much needed conservative voice for and of the people. liberal fake news nbc and comcast gets approved, much bigger, but not sinclair. disgraceful!",7/25/18,9:30,1.02192E+18,33.38999939,31.85681915,-0.05,Negative,,,,,,,
CMCSA,comcast,"wow, matt lauer was just fired from nbc for “inappropriate sexual behavior in the workplace.” but when will the top executives at nbc &amp, comcast be fired for putting out so much fake news. check out andy lack’s past!",11/29/17,12:16,9.35845E+17,37.08000183,34.9071579,-0.06,Negative,,,,,,,
CMCSA,comcast,"word is that @greta van susteren was let go by her out of control bosses at @nbc &amp, @comcast because she refused to go along w/ 'trump hate!'",7/3/17,9:30,8.81135E+17,39.08000183,35.8555069,-0.08,Negative,,,,,,,
CME,cme,rt @whitehouse: live: press briefing with coronavirus task force https://t.co/uvfzawbcme,3/19/20,15:32,1.24066E+18,145.4600067,153.7453918,0.06,Negative,,,,,,,
CME,cme,"""rt @huckabeeontbn: what's the best gift to give your liberal friends?""""donald builds the wall"""" by @ericmetaxas.why? watch to find out! 😅...""",12/24/19,9:30,1.20929E+18,202.5099945,198.1698303,-0.02,Negative,,,,,,,
CME,cme,rt @ericmetaxas: here is a long and rather revealing interview i did w/@katrinatrinko at the @heritage foundation's @dailysignal podcast! a...,10/21/19,9:30,1.18561E+18,212.2100067,200.0794373,-0.06,Negative,,,,,,,
CME,cme,weirdo tom steyer doesn’t have the “guts” or money to run for president. he’s all talk! https://t.co/klmvscmene,3/6/19,9:30,1.10316E+18,176.1699982,167.2630463,-0.05,Negative,,,,,,,
CME,cme,"i will be making the commencment address today at the united states naval academy in annapolis, maryland. look forward to being with some of the greatest people on earth!",5/25/18,11:50,9.99981E+17,159.3999939,149.9509277,-0.06,Positive,,,,,,,
CDW,cdw,"as a candidate, i promised we would pass a massive tax cut for the everyday, working americans. if you make your voices heard, this moment will be forever remembered as a great new beginning – the dawn of a brilliant american future shining with patriotism, prosperity and pride! https://t.co/exsbzrlcdw",12/14/17,9:30,9.41353E+17,69.66999817,65.24760437,-0.06,Positive,,,,,,,
CBRE,cbre,"rt @bbcbreaking: kim jong-un has apologised for killing of south korean official, south says, in highly unusual move for north korea
https:…",9/25/20,11:09,1.30945E+18,45.20000076,46.31999969,0.02,Negative,,,,,,,
CBRE,cbre,"rt @bbcbreaking: prime minister boris johnson has been moved out of intensive care but remains in hospital, downing street says https://t.c…",4/10/20,9:30,1.24848E+18,45,43.45999908,-0.03,Negative,,,,,,,
CAT,caterpillar,"as your president, one would think that i would be thrilled with our very strong dollar. i am not! the fed’s high interest rate level, in comparison to other countries, is keeping the dollar high, making it more difficult for our great manufacturers like caterpillar, boeing,.....",8/8/19,14:38,1.15947E+18,121,117.5279007,-0.03,Positive,,,,,,,
CCL,carnival,"rt @realdonaldtrump: at my request, effective midnight tonight, carnival, royal caribbean, norwegian, and msc have all agreed to suspend ou…",3/16/20,9:30,1.2392E+18,15.05000019,14.56999969,-0.03,Positive,,,,,,,
CCL,carnival,"at my request, effective midnight tonight, carnival, royal caribbean, norwegian, and msc have all agreed to suspend outbound cruises for thirty days. it is a great and important industry – it will be kept that way!",3/13/20,9:30,1.23859E+18,18.34000015,17.57999992,-0.04,Positive,,,,,,,
CCL,carnival,thank you to the beautiful country of cambodia for accepting the @carnivalcruise ship westerdam into your port. the united states will remember your courtesy! @mickyarison,2/14/20,9:30,1.22842E+18,43.06999969,42.10853577,-0.02,Positive,,,,,,,
AVGO,broadcom,"broadcom's move to america=$20 billion of annual rev into u.s.a., $3+ billion/yr. in research/engineering &amp, $6 billion/yr. in manufacturing. https://t.co/nsj4ptvttl",11/2/17,9:30,9.26185E+17,262.1700134,228.7125244,-0.13,Positive,,,,,,,
AVGO,broadcom,"today, we are thrilled to welcome @broadcom ceo hock tan to the wh to announce he is moving their hq’s from singapore back to the u.s.a..... https://t.co/wrquxbndyz",11/2/17,9:30,9.26177E+17,262.1700134,228.7125244,-0.13,Negative,,,,,,,
APTV,aptiv,"we join families of kevin king &amp, tim weeks in celebrating their release from taliban captivity. thanks to president ghani for his courageous support. let’s hope this leads to more good things on the peace front like a ceasefire that will help end this long war. proud of my team!",11/20/19,9:30,1.19722E+18,90.69000244,89.27294922,-0.02,Positive,,,,,,,
APTV,aptiv,"rt @realdonaldtrump: big news by @hyundai, @kia, and @aptiv on a 4 billion dollar joint venture to develop autonomous driving technologies...",10/1/19,10:07,1.17897E+18,87.58999634,84.69876099,-0.03,Negative,,,,,,,
APTV,aptiv,"big news by @hyundai, @kia, and @aptiv on a 4 billion dollar joint venture to develop autonomous driving technologies in the usa. that’s a lot of $$ and jobs! great jobs coming back to america!!",9/30/19,9:30,1.17875E+18,87.26999664,86.99759674,0.00,Positive,,,,,,,
APTV,aptiv,"...our foreign partners. recovering american hostages is a priority of my admin, and with danny’s release, we have now secured freedom for 20 american captives since my election victory. we will not rest as we continue our work to bring the remaining american hostages back home!",2/25/19,9:30,1.10011E+18,83.02999878,82.19669342,-0.01,Positive,,,,,,,
APTV,aptiv,"nick sandmann and the students of covington have become symbols of fake news and how evil it can be. they have captivated the attention of the world, and i know they will use it for the good - maybe even to bring people together. it started off unpleasant, but can end in a dream!",1/22/19,12:32,1.08769E+18,72.37999725,70.78439331,-0.02,Positive,,,,,,,
AAPL,apple,"rt @dineshdsouza: my new film trump card is out october 9. my best one yet! 

on apple itunes, google, amazon prime, dish and other platfor…",10/19/20,9:30,1.31768E+18,119.9599991,115.7802505,-0.03,Positive,,,,,,,
AAPL,apple,"rt @theleoterrell: please listen to my podcast: ""your vote is at risk""  @applepodcasts @itunes  https://t.co/zfvvylwuhf",10/13/20,10:20,1.31596E+18,125.2699966,120.8914337,-0.04,Negative,,,,,,,
AAPL,apple,"rt @theleoterrell: this is why you should listen to my new podcast ""your vote is at risk"" @applepodcasts @itunes or click https://t.co/zfvv…",10/12/20,14:35,1.31566E+18,120.0599976,124.1857529,0.03,Negative,,,,,,,
AAPL,apple,"rt @francisbrennan: apple doesn't fall far from the tree. 

""son of minnesota’s attorney general: 'i hereby declare, officially, my support…",6/2/20,9:30,1.26766E+18,80.1875,80.55054474,0.00,Negative,,,,,,,
AAPL,apple,"rt @whitehouse: huge thanks to @apple! together with the white house, @cdcgov &amp; @fema, apple launched a covid19 screening tool that guides…",3/27/20,9:30,1.2436E+18,63.1875,61.05059433,-0.03,Negative,,,,,,,
AAPL,apple,"rt @realdonaldtrump: we are helping apple all of the time on trade and so many other issues, and yet they refuse to unlock phones used by k…",1/15/20,14:37,1.21746E+18,77.96250153,76.54188538,-0.02,Positive,,,,,,,
AAPL,apple,"we are helping apple all of the time on trade and so many other issues, and yet they refuse to unlock phones used by killers, drug dealers  and other violent criminal elements. they will have to step up to the plate and help our great country, now! make america great again.",1/14/20,9:30,1.21723E+18,79.17500305,76.87132263,-0.03,Positive,,,,,,,
AAPL,apple,pushed hard to have apple build in usa! https://t.co/brfxbkjdc2,11/25/19,9:30,1.19846E+18,65.67749786,65.48616791,0.00,Positive,,,,,,,
AAPL,apple,"during my visit yesterday to austin, texas, for the startup of the new mac pro, &amp, the discussion of a new one $billion campus, also in texas, i asked tim cook to see if he could get apple involved in building 5g in the u.s. they have it all - money, technology, vision &amp, cook!l",11/21/19,12:31,1.19749E+18,65.92250061,64.41426849,-0.02,Negative,,,,,,,
AAPL,apple,today i opened a major apple manufacturing plant in texas that will bring high paying jobs back to america. today nancy pelosi closed congress because she doesn’t care about american workers!,11/20/19,9:30,1.19729E+18,66.38500214,64.70437622,-0.03,Negative,,,,,,,
AAPL,apple,rt @realdonaldtrump: great news! @apple announced that it is building its new mac pro in texas. this means hundreds of american jobs in aus...,10/1/19,10:07,1.17897E+18,56.26750183,55.0494194,-0.02,Positive,,,,,,,
AAPL,apple,great news! @apple announced that it is building its new mac pro in texas. this means hundreds of american jobs in austin and for suppliers across the country. congratulations to the apple team and their workers! https://t.co/fmrwfq9wcz,9/30/19,9:30,1.17875E+18,55.22499847,54.89745331,-0.01,Negative,,,,,,,
AAPL,apple,having dinner tonight with tim cook of apple. they will be spending vast sums of money in the u.s. great!,8/16/19,9:30,1.1625E+18,51.06999969,50.61536789,-0.01,Positive,,,,,,,
AAPL,apple,"apple will not be given tariff waiver, or relief, for mac pro parts that are made in china. make them in the usa, no tariffs!",7/26/19,15:25,1.15477E+18,51.86999893,50.72657013,-0.02,Positive,,,,,,,
AAPL,apple,"apple will not be given tariff wavers, or relief, for mac pro parts that are made in china. make them in the usa, no tariffs!",7/26/19,9:30,1.15476E+18,51.86999893,50.72657013,-0.02,Positive,,,,,,,
AAPL,apple,"highly conflicted robert mueller should not be given another bite at the apple. in the end it will be bad for him and the phony democrats in congress who have done nothing but waste time on this ridiculous witch hunt. result of the mueller report, no collusion, no obstruction!...",7/22/19,12:53,1.15329E+18,50.91249847,50.59959412,-0.01,Negative,,,,,,,
AAPL,apple,"now the democrats have asked to see 12 more people who have already spent hours with robert mueller, and spent a fortune on lawyers in so doing. how many bites at the apple do they get before working on border loopholes and asylum. they also want to interview the highly......",7/11/19,14:00,1.14932E+18,50.82749939,49.26391602,-0.03,Positive,,,,,,,
AAPL,apple,"at a recent round table meeting of business executives, &amp, long after formally introducing tim cook of apple, i quickly referred to tim + apple as tim/apple as an easy way to save time &amp, words. the fake news was disparagingly all over this, &amp, it became yet another bad trump story!",3/11/19,14:12,1.10511E+18,43.87250137,43.51674652,-0.01,Positive,,,,,,,
AAPL,apple,"apple prices may increase because of the massive tariffs we may be imposing on china - but there is an easy solution where there would be zero tax, and indeed a tax incentive. make your products in the united states instead of china. start building new plants now. exciting! #maga",9/10/18,9:30,1.03845E+18,55.23749924,52.69728851,-0.05,Negative,,,,,,,
AAPL,apple,"had a very good phone call with @emmanuelmacron, president of france. discussed various subjects, in particular security and trade. many other calls and conversations today. looking forward to dinner tonight with tim cook of apple. he is investing big dollars in u.s.a.",8/10/18,9:30,1.02805E+18,51.84000015,50.09053421,-0.03,Positive,,,,,,,
AAPL,apple,"why didn’t president obama do something about the so-called russian meddling when he was told about it by the fbi before the election? because he thought crooked hillary was going to win, and he didn’t want to upset the apple cart! he was in charge, not me, and did nothing.",5/28/18,9:30,1.00084E+18,46.90000153,45.19403839,-0.04,Negative,,,,,,,
AAPL,apple,"looking forward to my meeting with tim cook of apple. we will be talking about many things, including how the u.s. has been treated unfairly for many years, by many countries, on trade.",4/25/18,14:11,9.89145E+17,40.65499878,39.21017838,-0.04,Positive,,,,,,,
AAPL,apple,i promised that my policies would allow companies like apple to bring massive amounts of money back to the united states. great to see apple follow through as a result of tax cuts. huge win for american workers and the usa! https://t.co/owxvuylob1,1/17/18,9:30,9.53771E+17,44.03749847,42.73773193,-0.03,Negative,,,,,,,
AON,aon,"join me tomorrow tonight (wednesday) in iowa, at the des moines international airport! https://t.co/92lmaondto",10/13/20,9:30,1.31605E+18,213.6300049,210.3706818,-0.02,Negative,,,,,,,
AON,aon,"my friend, congressman @tomemmer, is doing a tremendous job for the people of minnesota! he strongly supports our brave law enforcement &amp; national guard, fights for our vets and works hard to cut your taxes! tom has my complete and total endorsement! #mn06 https://t.co/fpisaonbxo",8/10/20,9:30,1.29288E+18,195.4100037,192.3651276,-0.02,Positive,,,,,,,
AON,aon,"rt @lbrtynow: @urbanachievr susan rice knowingly lied to america about “the video” - obama and clinton abandon our patriots, rice abaondon…",6/22/20,9:30,1.27418E+18,185.8000031,187.9156647,0.01,Negative,,,,,,,
AON,aon,he should be impeached for fraud! https://t.co/lu3xkfqaon,10/9/19,11:14,1.18189E+18,188.1000061,184.5170593,-0.02,Negative,,,,,,,
AON,aon,today is national prescription drug take back day. everyone can help fight the #opioidepidemic by participating! https://t.co/onobtwoaon https://t.co/cyg11dnxh7,10/30/17,9:30,9.24284E+17,143.4700012,138.5544281,-0.03,Positive,,,,,,,
AMGN,amgen,rt @steveforbesceo: .@realdonaldtrump speech on drug costs pays immediate dividends. new @amgen drug lists at 30% less than expected. middl...,5/18/18,9:30,9.97568E+17,176.5099945,164.2226257,-0.07,Negative,,,,,,,
AIG,american international,rt @flotus: i had a wonderful time with the students at the american international school #riyadh today. #saudiaarabia https://t.co/avzvv0w...,5/22/17,9:30,8.66251E+17,61.61000061,55.48177719,-0.10,Positive,,,,,,,
AAL,american airlines,"just arrived at the american airlines center in dallas, texas. will be out shortly as we wait for more of you to get in! #trump2020 https://t.co/tb2baafobk",10/18/19,9:30,1.18499E+18,27.79999924,28.0252533,0.01,Positive,,,,,,,
AAL,american airlines,"thank you you dallas, texas. see you tomorrow night at the american airlines center! #trump2020 https://t.co/fbtzlbroqi",10/17/19,9:30,1.18463E+18,28.30999947,27.7372551,-0.02,Positive,,,,,,,
AAL,american airlines,"join me in dallas, texas this thursday (october 17th) at the american airlines center! #kag2020tickets: https://t.co/dbmvgoqstx https://t.co/ciuzfcj5ei",10/15/19,9:30,1.18415E+18,27.62999916,28.07491112,0.02,Negative,,,,,,,
AAL,american airlines,thank you to doug parker and american airlines for all of the help you have given to the u.s. with hurricane flights. fantastic job!,9/22/17,9:30,9.11288E+17,46.56999969,45.76757813,-0.02,Positive,,,,,,,
AMZN,amazon,"rt @dineshdsouza: my new film trump card is out october 9. my best one yet! 

on apple itunes, google, amazon prime, dish and other platfor…",10/19/20,9:30,1.31768E+18,3299.610107,3207.209961,-0.03,Positive,,,,,,,
AMZN,amazon,".@amazon, and others in that business, should be charged (by the u.s. postal system) much more per package, and the post office would be immediately brought back to “good health”, now vibrant, with all jobs saved. no pass on to customers. get it done!",8/18/20,9:30,1.29586E+18,3212,3312.48999,0.03,Negative,,,,,,,
